sample_id,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,class
1311,14.12,5.91,82.74,33.5,9.43,3.82,Warning
349,396.68,210.81,24.96,28.13,7.66,6.41,Normal
1084,21.66,12.88,49.17,24.54,8.53,4.31,Caution
178,226.18,106.97,3.15,27.28,7.47,6.55,Normal
916,49.34,29.9,38.74,30.92,6.21,9.93,Caution
1041,38.92,22.55,37.82,24.3,6.49,9.07,Caution
1916,3532.13,1689.28,441.85,36.44,9.99,13.66,Severe
87,384.04,217.53,15.18,26.63,6.97,8.64,Normal
1610,18.94,10.72,123.57,21.38,9.21,2.56,Warning
2104,3687.14,2094.53,225.14,37.99,9.98,12.39,Severe
1862,2303.9,1493.35,203.26,37.46,10.49,1.64,Severe
458,445.24,255.24,8.73,26.48,7.72,6.38,Normal
778,846.49,537.95,35.87,31.93,8.63,4.86,Caution
1577,1312.63,724.15,145.36,32.21,9.17,3.61,Warning
643,812.84,375.81,45.93,30.73,8.87,4.12,Caution
2119,3274.21,1910.28,363.62,36.64,10.34,15.77,Severe
55,433.01,250.78,4.73,27.52,6.75,7.98,Normal
1714,14.51,5.68,60.46,32.45,9.15,11.66,Warning
1666,16.45,4.57,75.1,21.73,9.0,11.47,Warning
644,692.46,416.04,25.08,23.01,8.52,4.5,Caution
1293,47.43,24.66,39.62,31.79,8.53,9.39,Caution
678,31.08,22.49,25.03,31.68,6.26,4.75,Caution
222,205.73,95.46,12.22,27.61,7.78,7.85,Normal
114,455.74,283.94,24.63,26.47,7.0,8.06,Normal
1878,1.35,0.0,350.99,19.65,5.24,15.66,Severe
1394,17.23,12.87,149.37,32.03,9.28,3.73,Warning
2058,5.05,0.0,169.15,35.81,9.5,1.44,Severe
175,78.4,38.25,24.25,27.84,8.33,6.59,Normal
2126,3857.74,1965.12,379.46,36.72,9.84,14.3,Severe
590,156.5,96.73,22.82,26.58,7.32,8.66,Normal
2036,3428.5,1750.18,376.28,35.21,5.44,15.22,Severe
1779,1936.19,1294.69,66.39,33.9,9.15,11.41,Warning
19,247.51,153.07,1.52,26.33,7.45,6.33,Normal
424,458.24,278.28,22.07,25.34,7.8,8.34,Normal
2124,4721.02,3151.01,204.05,15.44,5.05,0.66,Severe
286,324.73,161.53,8.38,26.46,6.9,8.89,Normal
1804,9.12,1.0,151.95,16.74,5.48,14.26,Severe
429,213.96,112.21,22.1,26.32,7.69,5.75,Normal
2044,4617.75,2603.01,524.1,19.65,5.32,0.56,Severe
2012,3.47,2.44,283.21,16.46,10.13,0.82,Severe
670,965.83,476.76,38.26,30.01,8.77,4.57,Caution
32,254.25,120.87,6.95,27.13,7.25,7.61,Normal
1121,26.17,13.0,31.45,30.84,8.88,9.7,Caution
723,813.05,367.25,28.01,31.57,8.93,4.76,Caution
1522,13.99,9.92,119.97,20.65,9.2,10.88,Warning
2121,4490.56,2275.19,520.66,35.48,9.92,13.91,Severe
215,149.07,90.03,18.09,28.29,7.71,8.32,Normal
1042,848.6,498.05,49.22,24.53,6.35,9.77,Caution
1414,1567.83,952.41,149.97,22.92,9.5,3.31,Warning
1624,11.56,4.06,109.34,22.02,5.71,3.44,Warning
327,469.32,254.98,14.71,29.39,8.3,8.84,Normal
561,254.76,137.85,15.83,29.28,7.49,8.08,Normal
1269,22.05,12.66,39.75,23.86,6.29,9.07,Caution
701,732.5,341.97,46.65,24.1,6.35,4.09,Caution
1765,10.59,1.98,108.2,22.72,9.37,11.65,Warning
1622,11.1,1.12,80.11,33.05,5.83,11.06,Warning
342,394.17,227.37,9.65,25.47,7.65,8.38,Normal
630,417.57,235.92,7.59,27.11,6.95,7.23,Normal
148,128.91,73.09,20.75,25.59,8.0,5.34,Normal
1357,16.41,1.16,80.12,20.36,9.07,3.49,Warning
361,488.53,285.53,5.9,28.05,7.74,8.95,Normal
84,498.91,285.54,17.82,27.04,7.09,5.55,Normal
1970,2790.44,1642.44,503.86,15.26,10.37,14.79,Severe
49,336.68,188.04,3.93,29.76,7.94,5.47,Normal
469,161.91,98.84,2.4,29.94,6.83,6.31,Normal
882,20.95,7.51,35.59,30.99,8.51,9.67,Caution
156,449.76,198.98,23.31,26.32,7.21,7.44,Normal
1005,44.8,29.96,39.92,24.43,6.46,4.53,Caution
2089,2030.26,978.27,587.66,37.29,5.04,1.43,Severe
1361,10.99,9.27,74.37,22.61,5.56,2.87,Warning
1599,1622.88,760.61,123.27,32.52,5.94,2.08,Warning
2029,3707.99,1960.1,536.22,35.02,4.62,1.33,Severe
1989,4.56,1.02,539.54,19.7,10.29,1.61,Severe
856,547.58,331.31,39.87,31.18,6.48,9.21,Caution
501,149.76,80.6,5.64,27.26,7.0,5.35,Normal
2008,4142.57,2368.69,481.57,16.45,5.36,12.22,Severe
180,72.1,30.46,4.69,29.68,7.53,8.91,Normal
967,20.06,10.0,46.21,24.24,8.63,4.58,Caution
1988,3933.5,2036.81,476.74,15.0,4.51,12.87,Severe
1998,3927.46,1884.68,426.56,17.96,4.84,12.15,Severe
1024,49.51,26.45,43.84,30.07,6.25,9.43,Caution
179,120.89,81.0,5.94,29.65,7.39,7.45,Normal
1316,1312.04,653.12,126.33,32.1,9.38,3.81,Warning
1469,18.27,3.37,63.54,21.34,5.92,10.31,Warning
1839,6.25,5.52,273.53,37.73,5.01,12.54,Severe
939,27.49,21.05,43.57,23.21,6.25,9.4,Caution
2001,7.13,5.33,285.22,34.29,9.96,1.95,Severe
529,168.5,83.8,21.51,27.38,8.16,7.04,Normal
347,208.13,119.53,6.2,25.58,6.77,5.41,Normal
1584,1090.3,622.0,86.68,21.88,5.81,11.13,Warning
2133,2.26,3.8,178.8,36.58,10.18,14.01,Severe
210,419.23,218.22,18.98,29.38,7.38,7.11,Normal
1749,16.5,5.42,137.51,33.86,9.18,3.69,Warning
386,126.47,57.65,23.88,25.42,6.59,6.56,Normal
1068,34.93,13.42,35.72,30.29,8.65,9.89,Caution
2082,8.02,3.6,351.34,36.1,5.39,12.64,Severe
602,459.04,228.69,15.25,25.89,7.3,6.66,Normal
1968,2.89,1.22,592.67,16.48,4.57,14.68,Severe
244,297.65,191.61,2.88,29.85,8.03,8.62,Normal
1895,2012.18,911.67,159.1,17.03,9.82,1.35,Severe
803,27.0,22.41,33.2,30.74,6.5,9.41,Caution
937,865.61,477.34,33.73,24.88,6.41,9.96,Caution
1265,653.83,319.52,26.17,24.15,8.86,9.09,Caution
1692,17.07,7.31,116.27,22.21,9.32,3.01,Warning
313,289.59,153.61,16.42,25.27,7.05,8.76,Normal
436,434.39,245.11,10.94,28.59,8.13,8.03,Normal
2103,8.12,2.24,199.57,36.06,4.96,0.58,Severe
137,148.49,89.15,20.59,26.29,7.08,7.34,Normal
309,114.35,57.11,5.63,27.6,7.95,6.47,Normal
969,39.87,17.75,35.47,30.82,8.71,9.05,Caution
431,406.33,246.42,11.83,29.69,8.06,8.61,Normal
661,39.34,15.14,26.93,31.86,8.95,9.42,Caution
2026,6.55,5.57,248.55,36.64,4.74,13.27,Severe
1698,19.36,1.15,118.36,21.97,9.5,2.55,Warning
371,344.26,204.21,18.04,29.65,6.76,7.02,Normal
567,177.69,104.34,2.69,29.9,7.05,6.01,Normal
950,966.21,449.6,45.63,31.01,8.99,9.17,Caution
1236,754.53,515.07,45.39,24.11,8.54,9.95,Caution
1603,1976.48,946.9,130.85,21.86,5.84,10.37,Warning
825,28.15,25.2,29.53,31.59,8.92,9.63,Caution
983,43.67,29.97,45.73,24.71,8.85,4.55,Caution
182,247.03,128.77,23.7,26.74,8.4,5.36,Normal
1079,518.84,255.83,43.42,31.5,8.72,4.08,Caution
814,680.78,450.17,31.22,23.35,6.28,9.6,Caution
779,41.96,33.25,27.64,23.79,8.55,9.11,Caution
1336,12.47,0.07,71.3,33.69,5.56,3.56,Warning
1014,40.64,28.25,25.76,31.35,6.16,9.74,Caution
1424,1105.92,694.11,56.5,33.99,5.92,3.59,Warning
1561,15.27,11.22,54.93,32.47,9.44,2.79,Warning
127,355.14,152.7,21.3,29.75,7.45,6.37,Normal
888,45.46,35.05,35.61,24.62,8.82,4.86,Caution
1008,987.11,567.45,46.11,30.9,6.35,4.68,Caution
356,472.8,259.97,16.86,29.08,7.36,6.28,Normal
1711,16.54,5.98,97.93,32.31,9.24,3.33,Warning
683,43.73,14.45,39.62,31.14,8.98,4.49,Caution
1751,1507.44,816.9,90.21,33.38,9.14,11.65,Warning
1473,1365.03,566.05,117.46,32.11,9.25,2.82,Warning
985,876.23,407.12,41.89,31.13,6.49,9.1,Caution
1645,10.18,1.62,135.94,32.2,9.15,2.97,Warning
141,343.71,222.91,24.81,27.76,7.35,7.0,Normal
1640,1243.43,754.18,83.31,20.55,9.45,11.6,Warning
1579,14.66,9.1,116.07,33.51,9.45,3.63,Warning
1211,517.69,315.68,47.65,23.28,6.35,4.23,Caution
1794,3077.18,1737.73,388.04,37.6,5.48,0.76,Severe
1250,32.96,23.66,36.4,24.09,8.8,9.44,Caution
1853,5.22,1.57,337.85,37.7,10.25,1.6,Severe
1994,4.71,5.75,466.39,16.52,9.8,0.7,Severe
712,920.39,460.91,38.23,24.69,6.29,9.03,Caution
1713,14.6,7.92,141.9,20.68,5.88,3.81,Warning
1913,4456.84,2179.57,438.61,34.95,10.17,14.83,Severe
11,60.22,38.23,3.16,27.03,7.83,8.26,Normal
1281,24.6,12.84,39.97,24.96,8.7,9.8,Caution
1245,37.53,14.84,28.08,23.01,6.24,9.31,Caution
755,886.27,549.14,47.98,24.28,6.14,9.73,Caution
627,53.36,26.29,21.44,26.61,7.37,7.37,Normal
1271,38.96,25.64,33.06,31.06,6.02,9.7,Caution
130,91.28,56.82,17.02,27.04,7.18,6.76,Normal
844,898.71,525.44,27.92,23.32,8.86,4.13,Caution
324,477.8,286.31,10.87,25.44,8.33,6.63,Normal
1243,513.37,232.95,25.7,24.91,8.76,9.23,Caution
15,391.33,210.09,18.27,27.9,7.11,5.71,Normal
2081,3441.67,2237.57,321.88,34.98,9.71,12.86,Severe
216,228.4,97.24,23.68,26.74,6.61,8.46,Normal
1492,19.69,0.3,93.92,22.31,9.43,2.44,Warning
2006,2585.49,1208.55,584.56,34.03,9.74,0.73,Severe
1513,1064.01,583.68,62.33,20.58,5.98,3.24,Warning
865,36.36,27.17,26.48,31.93,8.87,9.62,Caution
517,237.06,136.5,7.0,25.16,7.01,7.76,Normal
598,265.65,156.5,21.22,26.58,8.41,5.73,Normal
196,272.44,158.91,10.78,25.41,7.42,5.06,Normal
289,128.54,68.33,19.34,25.9,7.27,6.41,Normal
951,44.83,22.36,48.58,31.37,8.84,4.64,Caution
1345,1940.13,926.1,85.04,21.82,9.15,2.54,Warning
2068,9.22,1.47,452.85,37.85,9.89,14.64,Severe
550,117.79,73.12,7.17,26.86,6.83,5.21,Normal
157,389.42,222.31,20.68,28.1,6.73,5.49,Normal
420,66.34,31.71,21.52,25.68,7.79,6.76,Normal
923,37.36,15.59,42.76,24.16,8.97,9.4,Caution
478,247.93,110.39,17.45,27.07,7.74,6.88,Normal
1952,1.32,0.0,454.51,18.94,4.71,15.56,Severe
554,256.13,137.45,10.15,29.39,7.13,8.65,Normal
391,219.44,116.73,8.28,29.22,8.02,5.23,Normal
579,497.66,248.07,23.04,27.37,6.5,5.16,Normal
1943,4411.28,2184.03,470.32,37.14,5.2,1.33,Severe
1688,1407.3,862.2,56.8,32.52,5.8,11.87,Warning
1871,3142.25,1912.97,243.66,18.91,10.04,1.08,Severe
821,48.87,24.17,34.55,31.32,6.46,4.09,Caution
2064,2769.21,1377.63,487.08,15.5,10.07,1.05,Severe
1007,20.27,15.39,42.64,24.28,6.49,9.25,Caution
1199,913.2,581.4,37.34,24.93,8.97,9.24,Caution
665,31.53,27.55,28.66,23.65,8.66,4.04,Caution
1715,18.94,10.2,138.57,32.41,5.86,10.19,Warning
143,237.5,141.09,8.72,28.94,7.21,8.33,Normal
1860,3.49,2.28,458.62,37.04,10.05,14.59,Severe
1346,1249.38,644.47,110.74,21.39,9.18,11.36,Warning
422,475.04,240.59,11.54,26.01,7.61,7.74,Normal
800,37.23,22.22,38.96,24.32,6.06,9.94,Caution
616,317.85,181.64,24.61,25.94,7.76,8.43,Normal
296,187.47,100.63,7.02,27.61,7.23,6.85,Normal
402,137.68,71.39,16.55,25.7,7.89,8.23,Normal
89,416.59,249.09,22.66,27.38,7.38,8.98,Normal
1514,13.42,5.16,88.84,33.2,5.67,2.6,Warning
2120,5.18,0.71,250.32,18.85,9.58,1.99,Severe
132,459.65,237.3,5.86,25.69,7.05,6.13,Normal
1474,1953.04,1046.25,125.55,33.26,5.55,10.13,Warning
1221,36.82,21.93,46.96,23.1,8.74,9.35,Caution
1532,12.83,11.41,141.29,20.46,5.94,2.42,Warning
1709,19.82,9.65,57.2,21.95,5.69,11.69,Warning
725,49.82,34.39,46.92,23.35,8.96,4.46,Caution
1300,35.01,19.42,30.95,24.26,6.44,9.15,Caution
270,445.74,287.14,7.49,26.33,7.4,6.57,Normal
1551,1741.31,806.92,117.38,33.9,9.06,3.49,Warning
918,23.77,15.3,49.51,31.88,6.27,9.16,Caution
1675,1233.25,656.01,80.4,22.49,5.96,10.61,Warning
2051,4437.03,2722.62,387.58,36.14,4.94,1.5,Severe
376,476.67,242.79,3.2,28.49,8.02,6.11,Normal
334,203.62,127.45,20.21,27.36,7.5,8.27,Normal
1319,1693.51,837.95,121.64,20.61,9.31,3.54,Warning
2004,4636.26,2229.12,562.4,35.99,4.81,12.24,Severe
1119,789.91,421.25,33.71,31.22,8.94,9.05,Caution
911,669.55,347.19,28.38,31.12,8.93,9.09,Caution
777,38.05,27.93,43.73,23.89,6.31,9.97,Caution
1420,1889.31,1177.17,123.23,33.57,5.92,11.23,Warning
329,139.27,85.54,18.2,27.32,7.36,5.84,Normal
1745,1982.61,1078.71,64.39,33.37,5.56,10.3,Warning
13,458.86,242.81,17.79,25.44,7.22,5.47,Normal
898,45.25,22.88,43.53,30.52,6.29,4.79,Caution
172,442.13,240.68,16.22,29.87,8.12,5.32,Normal
261,307.38,186.75,6.13,27.33,7.93,6.45,Normal
1737,15.1,10.96,122.44,33.24,5.68,3.59,Warning
1611,1883.87,1208.23,118.28,22.01,9.15,11.68,Warning
902,679.49,424.69,40.59,31.17,8.69,9.07,Caution
259,489.44,245.86,5.48,29.28,7.06,6.56,Normal
845,539.62,294.47,47.7,24.66,6.13,9.65,Caution
139,328.85,214.09,23.39,25.96,8.5,5.62,Normal
320,68.56,43.86,3.4,27.58,7.99,7.42,Normal
1742,1725.63,1119.66,114.61,33.4,9.2,11.93,Warning
1403,14.7,6.99,62.91,21.4,9.15,11.98,Warning
1337,1472.74,828.72,136.01,21.79,9.02,3.31,Warning
559,176.09,86.8,19.62,28.95,7.77,5.97,Normal
140,348.55,219.44,3.68,28.95,6.78,6.08,Normal
1974,8.91,3.53,456.24,17.97,5.26,1.35,Severe
532,390.62,207.33,24.96,27.11,7.52,8.26,Normal
225,110.79,61.65,17.64,28.11,7.61,7.44,Normal
724,939.19,593.17,45.97,31.9,6.41,9.98,Caution
1955,5.28,2.27,182.09,17.09,10.21,0.54,Severe
1671,14.82,16.13,107.81,32.92,5.53,11.94,Warning
326,272.42,177.61,5.74,27.46,8.14,8.09,Normal
1436,15.74,7.79,110.99,33.7,5.76,2.68,Warning
1233,570.1,281.07,42.65,23.38,6.32,4.53,Caution
715,522.97,265.35,49.81,31.12,6.15,4.82,Caution
847,33.76,20.06,33.18,24.24,8.7,4.17,Caution
194,216.17,126.7,6.66,25.65,7.05,6.76,Normal
574,194.82,100.14,21.57,29.93,8.35,7.61,Normal
947,32.16,11.99,40.89,23.67,8.88,4.42,Caution
504,266.25,132.81,7.24,28.77,7.38,5.54,Normal
1332,16.51,13.67,138.93,21.45,9.15,2.02,Warning
1323,16.91,0.0,80.13,20.43,9.29,11.12,Warning
2034,4102.66,2084.14,237.36,16.93,9.62,1.95,Severe
4,119.43,69.5,17.39,25.97,8.06,6.87,Normal
1827,8.84,5.45,486.91,20.0,10.4,0.79,Severe
468,204.72,106.14,7.28,27.25,7.52,8.01,Normal
6,424.52,225.79,20.31,29.16,7.37,7.8,Normal
1566,1996.3,1000.64,85.76,21.69,9.39,11.64,Warning
548,390.43,231.32,4.77,26.8,7.81,6.76,Normal
229,50.26,21.09,11.37,25.9,7.4,5.87,Normal
1064,31.76,19.95,29.57,31.08,8.67,9.53,Caution
543,191.25,121.99,12.67,29.46,6.6,7.77,Normal
243,58.04,37.33,23.2,29.63,8.15,5.81,Normal
899,847.11,386.52,25.84,24.49,8.75,9.02,Caution
1291,21.79,3.79,35.12,30.51,8.96,9.36,Caution
1161,531.87,299.14,46.38,24.82,8.72,9.5,Caution
1477,17.88,15.28,140.07,22.42,5.9,11.9,Warning
1238,42.66,20.86,46.23,24.03,6.36,9.54,Caution
843,31.77,11.54,41.42,24.84,8.93,4.24,Caution
1621,11.28,6.6,68.02,32.11,5.89,2.12,Warning
1314,1245.98,739.88,146.98,32.15,5.96,3.83,Warning
277,209.82,105.8,11.86,29.65,6.73,8.79,Normal
662,572.67,273.24,49.93,23.86,8.94,9.78,Caution
1796,4782.9,2435.44,467.85,19.56,4.96,13.27,Severe
315,460.49,296.73,4.62,27.82,6.83,6.47,Normal
692,507.6,246.49,26.75,30.75,8.69,9.17,Caution
1731,16.99,23.22,76.22,33.39,5.89,3.38,Warning
425,110.29,53.27,13.27,27.53,7.0,5.4,Normal
595,250.96,111.95,1.15,28.22,7.92,6.59,Normal
2134,3.49,0.0,598.33,34.5,4.62,0.9,Severe
623,208.93,100.43,15.77,26.12,7.69,5.67,Normal
1330,17.26,9.92,102.77,33.58,5.8,11.3,Warning
1193,844.6,405.42,38.41,30.98,6.28,4.22,Caution
228,464.76,262.98,12.84,25.36,7.98,7.06,Normal
1702,1336.39,737.99,130.42,22.99,9.48,3.41,Warning
1170,639.69,292.62,25.87,24.53,8.65,9.02,Caution
1515,17.76,11.51,64.53,32.01,9.43,3.15,Warning
1252,888.18,397.6,30.43,30.67,6.25,9.38,Caution
67,286.29,143.47,4.93,28.2,7.28,5.04,Normal
25,319.72,150.71,21.99,29.16,6.75,5.61,Normal
145,65.68,39.87,16.65,25.0,6.61,6.75,Normal
537,332.35,201.72,13.49,27.77,6.75,6.38,Normal
812,797.7,377.48,49.18,31.45,6.19,9.71,Caution
1384,18.44,6.25,53.41,21.11,9.1,2.12,Warning
86,388.38,196.24,13.98,26.72,7.77,6.68,Normal
2140,8.97,2.06,515.16,36.22,10.41,1.19,Severe
1343,10.83,5.45,104.57,33.08,9.15,3.33,Warning
1222,29.57,14.69,32.99,24.12,6.03,4.68,Caution
485,348.49,200.14,13.38,29.64,8.2,6.02,Normal
2059,6.72,1.41,456.07,16.15,10.49,12.17,Severe
1564,12.98,13.49,105.25,32.25,5.58,2.88,Warning
1302,32.88,15.39,43.36,23.21,6.32,9.3,Caution
363,290.02,156.08,17.16,27.84,8.35,7.82,Normal
1835,7.24,13.73,246.73,18.51,9.86,1.55,Severe
1772,18.28,15.04,142.54,33.39,9.26,2.58,Warning
1027,42.32,29.87,49.53,24.89,6.37,9.13,Caution
1031,47.0,42.37,34.8,24.41,6.17,9.83,Caution
1382,1129.11,641.9,74.0,21.55,9.24,2.52,Warning
1544,12.52,8.56,114.6,32.22,9.31,3.99,Warning
1224,30.84,30.35,29.09,24.86,6.14,9.43,Caution
666,29.94,26.68,29.72,23.45,6.18,4.82,Caution
365,214.33,124.48,17.73,27.95,6.62,7.74,Normal
78,490.06,310.81,10.88,27.45,8.05,8.94,Normal
28,185.43,114.71,12.73,25.62,6.76,8.71,Normal
2149,7.75,0.0,399.68,20.0,5.17,14.8,Severe
526,56.34,26.01,9.03,29.88,6.64,7.74,Normal
726,764.35,430.26,34.71,30.91,6.11,4.01,Caution
56,74.53,33.51,15.79,28.55,7.04,8.92,Normal
639,988.29,454.24,32.49,24.11,6.28,9.44,Caution
303,334.23,211.05,19.18,28.63,8.3,5.27,Normal
719,21.4,18.52,38.39,31.55,8.62,4.62,Caution
625,138.63,79.5,7.99,27.66,6.97,5.82,Normal
8,350.78,195.16,12.31,27.84,7.42,5.56,Normal
804,758.8,454.3,26.09,30.17,6.11,9.32,Caution
1050,602.29,351.07,29.47,24.6,6.47,4.67,Caution
337,415.53,224.62,18.03,28.44,8.24,7.13,Normal
48,401.14,221.37,12.5,28.65,7.27,7.21,Normal
1732,14.0,9.61,148.07,32.32,5.51,2.04,Warning
107,380.07,198.95,22.08,29.56,8.22,5.85,Normal
350,378.96,181.83,5.41,25.6,7.69,5.98,Normal
1080,42.33,26.66,43.04,31.3,8.77,4.69,Caution
239,346.99,190.36,18.4,27.75,8.31,5.6,Normal
214,447.59,255.9,8.23,28.94,7.07,6.53,Normal
1145,812.97,476.07,49.33,30.74,6.1,9.53,Caution
1425,10.75,7.85,98.88,20.64,5.8,2.93,Warning
1678,1829.97,847.82,78.15,32.74,9.1,10.69,Warning
794,37.73,20.92,47.75,24.77,6.04,9.41,Caution
1097,840.17,500.53,36.91,24.1,8.82,9.99,Caution
1339,1736.11,869.62,58.04,33.84,9.32,2.78,Warning
1782,1634.77,718.61,92.74,22.75,9.25,11.94,Warning
1911,2.16,1.88,395.57,36.62,5.47,13.59,Severe
1902,3558.2,1961.03,379.31,18.34,10.19,0.65,Severe
524,387.99,174.39,5.56,25.53,8.11,7.46,Normal
233,287.84,151.94,20.99,29.3,7.78,8.73,Normal
645,23.67,24.39,41.87,31.06,6.01,4.57,Caution
1720,11.15,2.89,77.87,33.59,9.36,2.57,Warning
534,120.32,69.96,22.84,28.08,7.21,5.52,Normal
1721,18.52,16.6,66.2,33.22,9.06,11.08,Warning
604,185.66,107.12,4.31,26.37,7.35,6.72,Normal
1405,13.75,18.15,100.02,22.26,9.04,11.96,Warning
1075,503.97,315.7,43.25,30.0,6.4,9.26,Caution
1487,15.18,16.52,87.64,22.51,5.65,3.66,Warning
61,307.61,179.86,14.58,27.09,6.57,6.9,Normal
1437,1785.5,883.33,57.46,20.3,9.13,10.21,Warning
93,278.68,147.79,12.75,25.56,6.5,8.45,Normal
667,503.05,283.65,48.31,23.3,6.48,4.38,Caution
1375,16.5,14.67,81.35,22.32,5.51,2.79,Warning
1845,7.16,3.53,216.92,37.58,5.05,1.16,Severe
281,220.49,140.36,15.1,26.73,7.28,7.14,Normal
1270,512.74,274.25,25.04,31.01,8.61,4.34,Caution
360,98.74,56.54,4.04,26.11,7.6,5.1,Normal
1286,27.38,14.26,29.62,24.45,6.5,4.54,Caution
1423,1024.31,575.57,115.9,22.38,9.37,2.52,Warning
848,638.4,316.01,35.66,31.46,8.7,9.35,Caution
1207,553.4,328.4,35.63,23.9,6.4,9.36,Caution
1570,18.3,8.57,59.52,32.92,9.23,10.83,Warning
111,123.29,67.19,17.43,26.89,6.89,6.58,Normal
43,410.4,243.18,15.25,29.68,6.67,5.55,Normal
126,376.78,208.61,12.07,26.96,7.76,8.69,Normal
205,94.0,44.51,12.24,26.23,8.35,7.92,Normal
53,322.67,145.53,20.24,25.18,7.81,5.02,Normal
546,194.05,92.93,6.4,29.48,6.89,5.1,Normal
69,131.42,52.48,22.77,27.17,8.01,6.88,Normal
1294,738.43,391.38,33.62,30.04,8.72,4.66,Caution
1764,1892.23,1213.04,58.7,32.03,9.19,3.08,Warning
184,273.94,148.71,13.47,29.68,6.84,5.75,Normal
138,112.25,51.96,19.58,26.68,6.52,8.19,Normal
900,974.2,421.94,31.83,23.25,8.54,9.65,Caution
797,37.45,19.76,40.8,24.52,6.36,4.37,Caution
133,194.22,100.42,24.43,28.05,8.41,6.02,Normal
81,354.78,185.21,1.71,29.29,7.74,5.02,Normal
1693,1436.09,945.62,148.44,32.48,9.29,3.03,Warning
1756,1086.56,543.51,128.63,21.6,5.81,2.52,Warning
542,424.54,194.57,5.39,28.83,8.4,8.51,Normal
1816,3497.78,1953.88,429.71,34.03,9.77,13.5,Severe
984,634.96,330.08,41.64,23.79,6.13,4.19,Caution
166,171.65,93.2,4.85,29.39,7.16,6.49,Normal
249,178.31,111.47,9.04,25.36,7.18,6.9,Normal
447,267.9,139.16,19.7,29.58,7.94,8.2,Normal
1362,1170.78,643.89,70.56,33.89,9.5,2.69,Warning
859,524.18,309.67,41.35,24.83,6.11,4.82,Caution
1376,18.93,5.76,95.29,22.76,5.66,11.7,Warning
98,493.09,310.52,9.68,29.59,7.01,6.82,Normal
806,632.16,383.07,40.22,24.6,6.33,4.94,Caution
738,49.43,22.9,35.62,31.2,8.95,9.46,Caution
1429,19.48,15.29,62.65,20.31,9.39,3.67,Warning
103,426.31,251.66,1.44,27.97,6.6,6.18,Normal
435,51.12,29.89,21.54,26.04,7.99,6.99,Normal
75,264.88,154.28,19.27,28.17,7.91,8.93,Normal
2040,3930.16,2033.66,202.48,18.67,9.74,1.93,Severe
1363,15.74,11.49,64.81,21.03,9.43,10.68,Warning
1428,1498.53,777.06,83.08,21.31,5.98,10.7,Warning
1231,47.7,28.5,29.29,24.65,6.05,9.88,Caution
919,994.53,542.42,30.26,24.97,8.72,4.01,Caution
1949,4718.78,2369.99,237.53,18.4,4.86,13.74,Severe
1901,8.14,1.69,196.1,34.07,5.48,14.0,Severe
1919,4146.03,2593.92,589.78,34.67,4.76,13.96,Severe
763,799.57,452.76,34.71,23.27,6.23,9.44,Caution
990,937.92,598.04,43.03,23.8,8.95,4.64,Caution
389,254.38,119.69,5.57,25.81,7.05,6.33,Normal
236,299.29,149.78,1.51,27.23,8.2,5.91,Normal
1719,12.53,5.49,134.14,32.22,9.33,3.44,Warning
268,396.54,236.61,3.24,29.65,7.12,5.38,Normal
1775,15.15,9.37,118.19,22.81,5.71,2.75,Warning
118,252.44,155.3,6.89,29.23,7.03,5.72,Normal
1829,4.18,0.0,240.24,36.94,4.7,13.54,Severe
674,982.16,445.31,32.66,30.47,8.66,9.32,Caution
250,102.15,54.61,22.24,27.23,8.19,8.81,Normal
1656,11.31,11.62,137.73,22.81,9.4,3.21,Warning
2150,3816.47,1797.39,487.86,34.27,5.49,15.12,Severe
95,370.2,168.71,4.61,29.65,7.16,5.19,Normal
34,101.97,48.18,1.51,25.83,8.34,6.14,Normal
1668,1622.76,868.15,147.51,20.84,5.86,10.25,Warning
1898,4853.3,2815.75,288.3,16.56,9.64,1.41,Severe
449,149.02,65.62,23.45,26.43,7.38,5.52,Normal
717,673.52,359.21,36.39,30.53,6.02,4.67,Caution
1438,11.09,3.63,147.77,22.24,9.29,3.81,Warning
1733,17.05,7.69,78.95,21.09,5.72,3.34,Warning
1,92.38,54.05,24.41,27.19,8.05,8.43,Normal
1567,1402.66,758.22,59.07,20.18,9.44,2.08,Warning
1102,31.87,7.29,49.48,23.41,6.36,9.04,Caution
1109,26.76,15.59,28.31,24.11,8.87,9.72,Caution
1392,15.66,4.12,90.12,21.15,9.42,2.56,Warning
83,203.87,134.93,18.22,29.43,7.05,5.75,Normal
1465,10.95,6.7,117.77,33.61,5.63,3.82,Warning
677,48.64,31.17,45.26,24.35,6.21,4.92,Caution
1654,1776.72,937.78,98.09,33.25,9.1,10.65,Warning
1047,43.44,27.7,28.45,30.11,8.99,4.57,Caution
771,605.3,398.58,32.6,24.5,6.09,4.47,Caution
1380,15.51,4.01,107.3,21.9,9.47,2.12,Warning
1457,15.44,21.04,109.83,33.62,9.42,10.74,Warning
1801,4317.06,2701.75,170.5,37.52,10.12,12.16,Severe
2079,6.67,7.3,320.41,37.33,4.83,15.18,Severe
405,298.86,165.98,7.5,29.4,8.1,6.89,Normal
1966,1.46,0.0,336.73,17.34,4.68,1.23,Severe
1478,12.05,4.3,137.6,32.78,9.31,3.5,Warning
1526,13.26,8.59,51.99,32.26,5.88,10.4,Warning
