sample_id,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,真实标签,预测标签,概率_Caution,概率_Normal,概率_Severe,概率_Warning
1408,13.55,4.3,113.7,33.34,9.26,11.31,Warning,Warning,0.0,0.0,0.0,1.0
997,587.52,365.04,29.72,30.79,8.62,9.24,Caution,Caution,1.0,0.0,0.0,0.0
1385,1394.44,893.28,119.27,22.42,9.07,10.16,Warning,Warning,0.0,0.0,0.0,1.0
225,110.79,61.65,17.64,28.11,7.61,7.44,Normal,Normal,0.0,1.0,0.0,0.0
1289,27.21,14.78,26.85,31.55,8.67,9.94,Caution,Caution,1.0,0.0,0.0,0.0
120,291.46,138.87,11.43,27.59,8.05,6.96,Normal,Normal,0.0,1.0,0.0,0.0
1172,513.82,308.86,45.46,31.44,6.18,4.38,Caution,Caution,1.0,0.0,0.0,0.0
2018,8.88,4.96,291.49,16.21,9.76,0.73,Severe,Severe,0.0,0.0,1.0,0.0
1698,19.36,1.15,118.36,21.97,9.5,2.55,Warning,Warning,0.0,0.0,0.03,0.97
57,491.01,296.1,12.01,25.87,7.92,5.37,Normal,Normal,0.005,0.995,0.0,0.0
1958,6.56,11.66,285.13,17.94,9.59,14.56,Severe,Severe,0.0,0.0,1.0,0.0
907,21.76,19.83,45.94,30.57,8.71,4.66,Caution,Caution,1.0,0.0,0.0,0.0
1653,1807.29,800.31,132.54,22.15,5.96,10.86,Warning,Warning,0.0,0.0,0.0,1.0
18,269.0,166.18,12.78,27.41,8.42,8.13,Normal,Normal,0.0,1.0,0.0,0.0
383,458.06,271.81,9.1,29.08,8.43,7.89,Normal,Normal,0.0,1.0,0.0,0.0
2060,7.73,1.1,368.94,34.66,10.06,13.62,Severe,Severe,0.0,0.0,1.0,0.0
294,270.0,176.33,13.02,27.74,6.97,6.7,Normal,Normal,0.0,1.0,0.0,0.0
1354,17.3,1.53,144.83,22.0,5.88,2.54,Warning,Warning,0.0,0.0,0.0,1.0
1429,19.48,15.29,62.65,20.31,9.39,3.67,Warning,Warning,0.0,0.0,0.0,1.0
752,744.37,368.35,40.01,31.38,8.98,4.51,Caution,Caution,1.0,0.0,0.0,0.0
1038,38.72,16.24,26.18,31.04,6.23,9.06,Caution,Caution,1.0,0.0,0.0,0.0
1594,1977.87,846.73,96.38,21.38,9.28,3.6,Warning,Warning,0.0,0.0,0.005,0.995
1433,1522.63,751.32,149.19,20.44,9.13,11.75,Warning,Warning,0.0,0.0,0.005,0.995
644,692.46,416.04,25.08,23.01,8.52,4.5,Caution,Caution,0.925,0.035,0.0,0.04
1317,11.43,4.04,136.93,22.16,9.1,11.01,Warning,Warning,0.0,0.0,0.0,1.0
421,479.42,303.75,7.88,25.05,7.35,8.66,Normal,Normal,0.005,0.995,0.0,0.0
885,528.39,331.74,34.98,24.66,8.77,9.44,Caution,Caution,1.0,0.0,0.0,0.0
1683,12.96,4.62,145.21,32.82,5.51,3.99,Warning,Warning,0.045,0.0,0.0,0.955
824,613.87,281.43,49.84,30.61,8.83,4.53,Caution,Caution,1.0,0.0,0.0,0.0
1697,11.75,0.0,131.75,22.88,5.94,3.9,Warning,Warning,0.0,0.0,0.0,1.0
1439,1787.44,1169.98,56.07,22.95,9.4,10.65,Warning,Warning,0.015,0.0,0.01,0.975
312,65.25,45.86,17.39,26.06,7.6,8.28,Normal,Normal,0.0,1.0,0.0,0.0
677,48.64,31.17,45.26,24.35,6.21,4.92,Caution,Caution,1.0,0.0,0.0,0.0
38,291.23,166.05,13.34,28.21,8.06,8.12,Normal,Normal,0.0,1.0,0.0,0.0
1671,14.82,16.13,107.81,32.92,5.53,11.94,Warning,Warning,0.0,0.0,0.01,0.99
34,101.97,48.18,1.51,25.83,8.34,6.14,Normal,Normal,0.0,1.0,0.0,0.0
472,107.55,59.51,9.38,27.62,6.95,8.71,Normal,Normal,0.0,1.0,0.0,0.0
770,21.4,13.87,39.72,24.75,6.16,9.77,Caution,Caution,1.0,0.0,0.0,0.0
1757,14.35,7.62,63.34,20.23,5.6,3.59,Warning,Warning,0.0,0.0,0.0,1.0
194,216.17,126.7,6.66,25.65,7.05,6.76,Normal,Normal,0.0,1.0,0.0,0.0
2049,2.48,0.0,312.25,16.11,5.19,1.76,Severe,Severe,0.0,0.0,1.0,0.0
2142,4866.98,2485.0,178.06,15.53,10.02,12.22,Severe,Severe,0.0,0.0,1.0,0.0
1701,1956.46,1203.86,120.48,22.63,9.21,11.04,Warning,Warning,0.0,0.0,0.005,0.995
128,347.0,234.36,8.26,28.75,8.28,8.97,Normal,Normal,0.0,1.0,0.0,0.0
1278,766.06,508.65,48.8,23.64,6.45,4.22,Caution,Caution,1.0,0.0,0.0,0.0
1085,692.93,439.37,26.16,24.77,8.7,9.91,Caution,Caution,1.0,0.0,0.0,0.0
556,236.64,154.13,8.85,25.22,7.67,8.3,Normal,Normal,0.0,1.0,0.0,0.0
237,311.78,195.68,1.52,26.38,7.81,5.26,Normal,Normal,0.0,1.0,0.0,0.0
1170,639.69,292.62,25.87,24.53,8.65,9.02,Caution,Caution,1.0,0.0,0.0,0.0
1755,13.07,10.93,111.57,33.92,9.23,2.11,Warning,Warning,0.0,0.0,0.0,1.0
1524,1730.54,1102.56,129.39,21.01,5.58,11.41,Warning,Warning,0.0,0.0,0.005,0.995
1879,3666.28,2207.17,392.22,17.53,4.8,1.45,Severe,Severe,0.0,0.0,1.0,0.0
1602,10.27,5.35,60.3,32.34,5.74,2.04,Warning,Warning,0.0,0.0,0.0,1.0
232,312.1,205.28,24.84,26.43,6.95,6.0,Normal,Normal,0.0,1.0,0.0,0.0
1307,535.2,302.37,27.03,31.96,6.06,4.63,Caution,Caution,1.0,0.0,0.0,0.0
900,974.2,421.94,31.83,23.25,8.54,9.65,Caution,Caution,1.0,0.0,0.0,0.0
776,849.66,472.78,38.31,31.15,6.22,9.5,Caution,Caution,1.0,0.0,0.0,0.0
1781,1081.11,619.58,112.88,33.66,9.47,2.47,Warning,Warning,0.0,0.0,0.0,1.0
362,220.61,144.88,16.57,29.66,7.27,5.6,Normal,Normal,0.0,1.0,0.0,0.0
296,187.47,100.63,7.02,27.61,7.23,6.85,Normal,Normal,0.0,1.0,0.0,0.0
769,736.02,423.11,34.35,24.7,6.33,9.85,Caution,Caution,1.0,0.0,0.0,0.0
2006,2585.49,1208.55,584.56,34.03,9.74,0.73,Severe,Severe,0.0,0.0,1.0,0.0
1491,1092.45,700.41,74.17,32.76,9.02,2.52,Warning,Warning,0.0,0.0,0.0,1.0
936,27.49,21.87,43.99,31.67,6.07,9.69,Caution,Caution,1.0,0.0,0.0,0.0
1295,41.67,24.18,39.45,30.31,6.39,4.87,Caution,Caution,1.0,0.0,0.0,0.0
1450,1578.94,945.77,142.7,22.8,5.81,10.82,Warning,Warning,0.0,0.0,0.0,1.0
190,288.23,178.03,22.19,25.77,8.41,5.79,Normal,Normal,0.0,1.0,0.0,0.0
1057,36.24,20.43,40.98,31.15,8.54,4.08,Caution,Caution,1.0,0.0,0.0,0.0
508,308.29,159.59,4.75,25.15,6.85,6.63,Normal,Normal,0.0,1.0,0.0,0.0
1105,761.4,319.84,38.41,30.22,6.36,9.94,Caution,Caution,1.0,0.0,0.0,0.0
1868,9.62,0.0,312.28,17.58,10.23,1.89,Severe,Severe,0.0,0.0,1.0,0.0
2151,3618.43,1811.65,219.1,37.5,9.91,1.66,Severe,Severe,0.0,0.0,1.0,0.0
1895,2012.18,911.67,159.1,17.03,9.82,1.35,Severe,Severe,0.0,0.0,0.735,0.265
1484,1557.77,920.99,87.04,22.1,9.18,10.5,Warning,Warning,0.0,0.0,0.0,1.0
1069,32.77,18.88,26.2,24.6,6.42,4.67,Caution,Caution,1.0,0.0,0.0,0.0
1549,1916.98,1093.96,68.5,21.03,9.17,3.38,Warning,Warning,0.0,0.0,0.005,0.995
1249,715.56,486.76,30.1,23.27,6.33,4.58,Caution,Caution,1.0,0.0,0.0,0.0
1136,22.31,16.99,30.47,31.65,8.84,9.54,Caution,Caution,1.0,0.0,0.0,0.0
1103,896.16,543.55,31.64,30.09,6.25,4.94,Caution,Caution,1.0,0.0,0.0,0.0
1607,1607.81,770.2,82.69,22.2,5.77,2.91,Warning,Warning,0.0,0.0,0.0,1.0
2020,3.73,2.03,479.12,35.82,10.39,0.81,Severe,Severe,0.0,0.0,1.0,0.0
1322,1414.41,746.28,60.37,21.6,9.18,10.94,Warning,Warning,0.0,0.0,0.0,1.0
1716,1987.06,1005.06,85.95,32.12,9.45,2.63,Warning,Warning,0.0,0.0,0.01,0.99
712,920.39,460.91,38.23,24.69,6.29,9.03,Caution,Caution,1.0,0.0,0.0,0.0
1994,4.71,5.75,466.39,16.52,9.8,0.7,Severe,Severe,0.0,0.0,1.0,0.0
300,412.6,234.21,6.93,28.96,7.69,8.01,Normal,Normal,0.0,1.0,0.0,0.0
1690,17.81,15.17,98.07,32.35,5.9,10.55,Warning,Warning,0.0,0.0,0.0,1.0
9,63.87,30.53,11.48,27.77,7.77,7.24,Normal,Normal,0.0,1.0,0.0,0.0
1552,1544.83,966.32,143.85,33.57,5.75,3.23,Warning,Warning,0.0,0.0,0.0,1.0
2139,2015.34,1062.22,408.82,19.2,9.85,12.75,Severe,Severe,0.0,0.0,0.845,0.155
1229,40.9,21.19,37.91,23.44,8.75,4.18,Caution,Caution,1.0,0.0,0.0,0.0
468,204.72,106.14,7.28,27.25,7.52,8.01,Normal,Normal,0.0,1.0,0.0,0.0
901,36.06,15.46,47.77,30.72,8.53,9.22,Caution,Caution,1.0,0.0,0.0,0.0
694,951.93,460.75,45.98,23.13,6.41,4.76,Caution,Caution,1.0,0.0,0.0,0.0
432,185.57,115.41,8.45,28.76,7.08,8.17,Normal,Normal,0.0,1.0,0.0,0.0
1147,987.07,592.14,26.29,30.13,8.7,4.43,Caution,Caution,1.0,0.0,0.0,0.0
1736,1386.48,719.12,138.62,32.74,9.46,3.03,Warning,Warning,0.0,0.0,0.0,1.0
1068,34.93,13.42,35.72,30.29,8.65,9.89,Caution,Caution,1.0,0.0,0.0,0.0
1905,2814.96,1372.97,323.6,37.72,10.41,13.23,Severe,Severe,0.0,0.0,1.0,0.0
1335,1796.23,1038.89,63.3,33.41,5.85,11.75,Warning,Warning,0.0,0.0,0.0,1.0
200,113.02,64.57,17.27,29.06,6.85,6.06,Normal,Normal,0.0,1.0,0.0,0.0
1273,759.21,492.21,29.95,31.41,6.2,9.67,Caution,Caution,1.0,0.0,0.0,0.0
10,182.12,103.03,16.89,26.17,8.21,5.23,Normal,Normal,0.0,1.0,0.0,0.0
1569,1383.29,667.69,73.85,20.75,9.39,2.93,Warning,Warning,0.0,0.0,0.0,1.0
1517,1283.66,771.68,111.57,32.68,9.32,10.24,Warning,Warning,0.0,0.0,0.0,1.0
811,854.11,513.43,37.35,31.41,6.32,4.56,Caution,Caution,1.0,0.0,0.0,0.0
431,406.33,246.42,11.83,29.69,8.06,8.61,Normal,Normal,0.0,1.0,0.0,0.0
728,46.1,18.05,37.17,30.81,6.44,9.15,Caution,Caution,1.0,0.0,0.0,0.0
1610,18.94,10.72,123.57,21.38,9.21,2.56,Warning,Warning,0.0,0.0,0.0,1.0
166,171.65,93.2,4.85,29.39,7.16,6.49,Normal,Normal,0.0,1.0,0.0,0.0
1099,555.36,334.34,42.74,24.45,8.77,9.98,Caution,Caution,1.0,0.0,0.0,0.0
766,45.66,37.76,31.24,31.48,8.86,4.72,Caution,Caution,1.0,0.0,0.0,0.0
1865,2282.39,1293.53,567.07,34.0,9.93,1.44,Severe,Severe,0.0,0.0,0.875,0.125
343,375.81,174.71,21.1,27.49,6.87,5.13,Normal,Normal,0.0,1.0,0.0,0.0
1576,18.75,12.95,108.02,32.29,9.42,10.36,Warning,Warning,0.0,0.0,0.0,1.0
1508,1450.64,865.21,68.01,33.38,9.2,10.35,Warning,Warning,0.0,0.0,0.0,1.0
1942,4860.74,2619.81,195.12,16.51,9.92,1.17,Severe,Severe,0.0,0.0,1.0,0.0
2147,2694.87,1658.17,280.09,35.45,9.76,15.11,Severe,Severe,0.0,0.0,1.0,0.0
444,133.0,85.83,24.36,28.56,7.53,7.02,Normal,Normal,0.0,1.0,0.0,0.0
178,226.18,106.97,3.15,27.28,7.47,6.55,Normal,Normal,0.0,1.0,0.0,0.0
1365,10.28,8.63,96.9,21.81,5.66,3.1,Warning,Warning,0.0,0.0,0.005,0.995
583,109.57,63.98,2.86,28.3,7.06,5.57,Normal,Normal,0.0,1.0,0.0,0.0
1880,1.59,5.67,527.26,35.57,4.6,0.94,Severe,Severe,0.0,0.0,1.0,0.0
1432,1647.07,1030.74,125.6,32.25,5.86,2.89,Warning,Warning,0.0,0.0,0.005,0.995
1796,4782.9,2435.44,467.85,19.56,4.96,13.27,Severe,Severe,0.0,0.0,1.0,0.0
245,382.9,213.47,2.8,27.09,7.73,7.29,Normal,Normal,0.0,1.0,0.0,0.0
1550,1722.87,803.3,111.22,32.07,9.27,10.67,Warning,Warning,0.0,0.0,0.0,1.0
555,347.2,180.07,13.67,29.21,6.54,8.89,Normal,Normal,0.0,1.0,0.0,0.0
1862,2303.9,1493.35,203.26,37.46,10.49,1.64,Severe,Severe,0.0,0.0,0.995,0.005
930,47.12,25.91,37.98,24.34,6.31,9.85,Caution,Caution,1.0,0.0,0.0,0.0
1388,11.77,5.26,118.94,33.21,5.7,3.97,Warning,Warning,0.005,0.0,0.0,0.995
1111,968.29,575.11,45.17,31.94,6.02,9.23,Caution,Caution,1.0,0.0,0.0,0.0
1498,15.57,7.1,72.73,22.33,9.38,11.68,Warning,Warning,0.0,0.0,0.0,1.0
827,668.74,448.33,28.68,23.12,8.79,9.04,Caution,Caution,1.0,0.0,0.0,0.0
1588,15.69,2.18,64.5,22.77,5.77,2.88,Warning,Warning,0.0,0.0,0.0,1.0
899,847.11,386.52,25.84,24.49,8.75,9.02,Caution,Caution,1.0,0.0,0.0,0.0
1372,14.27,16.69,129.7,22.79,5.78,2.44,Warning,Warning,0.0,0.0,0.0,1.0
379,465.93,244.05,19.35,25.92,6.51,7.54,Normal,Normal,0.01,0.99,0.0,0.0
585,434.54,254.94,10.6,27.36,7.96,5.98,Normal,Normal,0.0,1.0,0.0,0.0
1901,8.14,1.69,196.1,34.07,5.48,14.0,Severe,Severe,0.0,0.0,0.965,0.035
1798,4.38,0.0,295.14,37.38,9.77,14.03,Severe,Severe,0.0,0.0,1.0,0.0
916,49.34,29.9,38.74,30.92,6.21,9.93,Caution,Caution,1.0,0.0,0.0,0.0
765,42.4,25.78,36.8,30.59,6.38,4.49,Caution,Caution,1.0,0.0,0.0,0.0
1368,16.36,6.07,71.56,22.8,5.78,11.31,Warning,Warning,0.0,0.0,0.0,1.0
1340,1004.45,491.57,70.57,22.11,5.79,3.01,Warning,Warning,0.07,0.0,0.0,0.93
2135,2.94,0.0,363.25,17.8,4.73,1.85,Severe,Severe,0.0,0.0,1.0,0.0
289,128.54,68.33,19.34,25.9,7.27,6.41,Normal,Normal,0.0,1.0,0.0,0.0
409,92.4,53.08,5.58,28.32,6.71,5.13,Normal,Normal,0.0,1.0,0.0,0.0
1717,1741.37,1089.82,86.47,33.9,9.11,11.57,Warning,Warning,0.0,0.0,0.0,1.0
973,623.87,370.05,36.51,23.11,6.49,4.32,Caution,Caution,1.0,0.0,0.0,0.0
1943,4411.28,2184.03,470.32,37.14,5.2,1.33,Severe,Severe,0.0,0.0,1.0,0.0
1890,2616.82,1546.97,375.23,37.25,4.77,0.79,Severe,Severe,0.0,0.0,1.0,0.0
1788,7.42,7.64,279.05,18.87,9.58,0.97,Severe,Severe,0.0,0.0,1.0,0.0
1966,1.46,0.0,336.73,17.34,4.68,1.23,Severe,Severe,0.0,0.0,1.0,0.0
2104,3687.14,2094.53,225.14,37.99,9.98,12.39,Severe,Severe,0.0,0.0,1.0,0.0
1947,3.27,1.26,280.52,36.95,4.91,15.96,Severe,Severe,0.0,0.0,1.0,0.0
1053,48.69,31.29,47.62,24.28,9.0,9.25,Caution,Caution,0.925,0.0,0.0,0.075
254,474.08,271.19,1.53,27.11,7.19,5.4,Normal,Normal,0.0,1.0,0.0,0.0
136,266.27,133.41,11.95,28.72,8.46,8.06,Normal,Normal,0.0,1.0,0.0,0.0
1070,48.97,26.78,49.89,23.53,8.68,9.83,Caution,Caution,1.0,0.0,0.0,0.0
385,462.23,311.05,21.41,27.73,7.41,8.68,Normal,Normal,0.005,0.995,0.0,0.0
1073,24.59,24.26,30.51,23.12,6.37,9.38,Caution,Caution,1.0,0.0,0.0,0.0
149,443.79,264.59,24.41,28.27,6.77,6.79,Normal,Normal,0.0,1.0,0.0,0.0
1045,854.8,468.6,40.26,31.34,8.89,4.66,Caution,Caution,1.0,0.0,0.0,0.0
1241,31.97,18.46,33.53,24.47,8.94,9.36,Caution,Caution,1.0,0.0,0.0,0.0
1179,872.14,469.08,43.17,31.17,8.69,9.7,Caution,Caution,1.0,0.0,0.0,0.0
21,299.68,189.62,9.9,29.58,6.72,5.92,Normal,Normal,0.0,1.0,0.0,0.0
2027,4402.85,2027.39,204.43,36.56,10.1,13.36,Severe,Severe,0.0,0.0,1.0,0.0
1791,3480.43,1866.18,296.51,37.47,5.13,0.8,Severe,Severe,0.0,0.0,1.0,0.0
1378,1022.19,502.17,100.76,33.78,9.48,3.53,Warning,Warning,0.015,0.0,0.0,0.985
2119,3274.21,1910.28,363.62,36.64,10.34,15.77,Severe,Severe,0.0,0.0,1.0,0.0
380,93.9,50.35,16.56,29.59,7.79,5.99,Normal,Normal,0.0,1.0,0.0,0.0
1411,16.97,6.84,54.67,32.81,5.51,3.41,Warning,Warning,0.0,0.0,0.0,1.0
1986,2263.51,1371.28,519.48,34.84,10.48,0.75,Severe,Severe,0.0,0.0,0.995,0.005
925,28.5,24.49,33.45,23.09,6.28,4.32,Caution,Caution,0.995,0.0,0.0,0.005
514,118.65,61.15,13.45,29.44,8.1,6.54,Normal,Normal,0.0,1.0,0.0,0.0
352,480.14,295.57,24.54,26.44,8.35,7.72,Normal,Normal,0.005,0.995,0.0,0.0
652,524.87,328.69,33.2,31.17,8.6,9.15,Caution,Caution,1.0,0.0,0.0,0.0
798,689.8,419.77,47.12,23.32,8.6,9.41,Caution,Caution,1.0,0.0,0.0,0.0
1741,1103.92,711.74,103.17,21.3,5.9,10.39,Warning,Warning,0.0,0.0,0.0,1.0
1713,14.6,7.92,141.9,20.68,5.88,3.81,Warning,Warning,0.0,0.0,0.0,1.0
774,639.99,299.49,46.59,31.69,8.76,4.04,Caution,Caution,1.0,0.0,0.0,0.0
1371,1934.1,950.33,78.83,21.55,9.19,2.31,Warning,Warning,0.0,0.0,0.0,1.0
533,435.53,257.65,7.94,26.06,8.22,5.17,Normal,Normal,0.0,1.0,0.0,0.0
1531,1801.07,1019.08,146.43,32.18,5.52,2.63,Warning,Warning,0.0,0.0,0.005,0.995
488,187.21,105.8,13.45,29.33,7.45,6.55,Normal,Normal,0.0,1.0,0.0,0.0
953,710.23,458.61,44.97,30.05,8.5,4.65,Caution,Caution,0.965,0.035,0.0,0.0
892,42.06,25.89,31.08,24.0,6.12,9.18,Caution,Caution,1.0,0.0,0.0,0.0
1200,727.86,427.22,38.82,31.06,6.13,9.86,Caution,Caution,1.0,0.0,0.0,0.0
1918,2.64,0.0,292.47,17.15,4.83,0.85,Severe,Severe,0.0,0.0,1.0,0.0
2083,2754.89,1583.65,199.02,18.99,5.11,0.64,Severe,Severe,0.0,0.0,1.0,0.0
1547,10.85,4.63,122.61,20.68,5.96,11.53,Warning,Warning,0.0,0.0,0.005,0.995
106,117.22,64.12,24.08,29.45,6.69,6.58,Normal,Normal,0.0,1.0,0.0,0.0
407,393.54,196.46,23.84,26.69,7.45,5.91,Normal,Normal,0.0,1.0,0.0,0.0
1071,41.02,24.78,35.1,24.86,8.98,9.4,Caution,Caution,1.0,0.0,0.0,0.0
725,49.82,34.39,46.92,23.35,8.96,4.46,Caution,Caution,1.0,0.0,0.0,0.0
177,294.57,197.03,22.57,25.63,8.39,8.18,Normal,Normal,0.0,1.0,0.0,0.0
1908,9.06,6.63,155.2,16.09,9.85,14.25,Severe,Severe,0.0,0.0,0.91,0.09
673,46.42,34.33,28.58,30.0,8.51,4.37,Caution,Caution,0.98,0.02,0.0,0.0
722,37.08,8.89,28.91,31.72,8.79,9.82,Caution,Caution,0.995,0.0,0.0,0.005
45,271.47,175.93,15.39,27.61,7.43,8.06,Normal,Normal,0.0,1.0,0.0,0.0
663,40.9,12.51,44.59,30.51,6.34,9.22,Caution,Caution,1.0,0.0,0.0,0.0
1664,10.02,8.71,124.11,22.45,5.98,2.43,Warning,Warning,0.0,0.0,0.135,0.865
151,167.08,92.51,11.05,25.25,6.55,7.41,Normal,Normal,0.0,1.0,0.0,0.0
152,191.64,115.34,14.54,26.93,7.62,6.08,Normal,Normal,0.0,1.0,0.0,0.0
658,718.88,412.48,33.6,23.29,8.93,4.15,Caution,Caution,1.0,0.0,0.0,0.0
451,483.93,252.98,15.92,26.83,7.89,5.64,Normal,Normal,0.0,1.0,0.0,0.0
2110,5.48,14.4,571.31,16.45,10.12,13.11,Severe,Severe,0.0,0.0,1.0,0.0
15,391.33,210.09,18.27,27.9,7.11,5.71,Normal,Normal,0.0,1.0,0.0,0.0
1884,2084.5,888.45,348.82,18.47,5.25,14.6,Severe,Severe,0.0,0.0,0.91,0.09
750,822.19,549.86,31.97,31.98,8.96,9.13,Caution,Caution,1.0,0.0,0.0,0.0
509,465.45,272.49,13.94,28.65,7.05,6.24,Normal,Normal,0.0,1.0,0.0,0.0
2108,3728.18,2074.71,563.66,16.83,9.53,1.32,Severe,Severe,0.0,0.0,0.96,0.04
1100,979.48,634.31,45.8,23.02,8.56,4.99,Caution,Caution,0.96,0.005,0.0,0.035
1434,10.95,4.01,120.7,33.24,5.91,2.86,Warning,Warning,0.0,0.0,0.0,1.0
2141,4849.02,3092.14,496.49,37.91,4.67,13.05,Severe,Severe,0.0,0.0,1.0,0.0
1270,512.74,274.25,25.04,31.01,8.61,4.34,Caution,Caution,0.95,0.05,0.0,0.0
2044,4617.75,2603.01,524.1,19.65,5.32,0.56,Severe,Severe,0.0,0.0,0.995,0.005
1837,9.3,6.64,482.07,36.89,4.68,15.54,Severe,Severe,0.0,0.0,0.995,0.005
1210,571.02,263.32,42.07,23.65,8.74,4.29,Caution,Caution,1.0,0.0,0.0,0.0
587,205.88,107.12,20.05,25.43,7.09,6.71,Normal,Normal,0.0,1.0,0.0,0.0
363,290.02,156.08,17.16,27.84,8.35,7.82,Normal,Normal,0.0,1.0,0.0,0.0
1666,16.45,4.57,75.1,21.73,9.0,11.47,Warning,Warning,0.08,0.0,0.0,0.92
243,58.04,37.33,23.2,29.63,8.15,5.81,Normal,Normal,0.0,1.0,0.0,0.0
816,47.21,40.5,37.97,30.01,8.8,4.06,Caution,Caution,0.995,0.005,0.0,0.0
1186,530.2,273.23,32.29,23.46,6.43,9.52,Caution,Caution,0.995,0.005,0.0,0.0
1333,1018.2,527.44,104.45,20.34,5.93,3.43,Warning,Warning,0.03,0.0,0.0,0.97
481,86.65,42.21,12.28,29.02,6.94,6.75,Normal,Normal,0.0,1.0,0.0,0.0
256,253.63,124.15,21.22,26.68,6.79,8.95,Normal,Normal,0.0,1.0,0.0,0.0
98,493.09,310.52,9.68,29.59,7.01,6.82,Normal,Normal,0.0,1.0,0.0,0.0
1511,14.83,0.0,145.49,21.27,9.49,10.07,Warning,Warning,0.0,0.0,0.005,0.995
1509,15.98,9.3,137.48,20.3,9.28,2.74,Warning,Warning,0.0,0.0,0.0,1.0
1802,3263.66,2113.18,478.62,35.88,5.1,1.16,Severe,Severe,0.0,0.0,1.0,0.0
388,334.6,196.97,4.83,28.56,7.01,7.63,Normal,Normal,0.0,1.0,0.0,0.0
1600,1294.31,612.14,108.16,22.88,9.4,3.78,Warning,Warning,0.0,0.0,0.0,1.0
740,568.04,320.26,29.87,23.53,6.36,9.62,Caution,Caution,1.0,0.0,0.0,0.0
188,277.59,142.52,18.68,26.85,8.42,6.7,Normal,Normal,0.0,1.0,0.0,0.0
1917,1.56,1.05,168.81,18.86,4.72,1.99,Severe,Severe,0.0,0.0,0.945,0.055
1212,794.2,465.85,25.22,31.44,6.13,4.25,Caution,Caution,0.99,0.01,0.0,0.0
2133,2.26,3.8,178.8,36.58,10.18,14.01,Severe,Severe,0.0,0.0,1.0,0.0
1620,1346.07,717.13,85.76,20.34,9.33,10.42,Warning,Warning,0.0,0.0,0.0,1.0
698,49.06,21.9,49.19,24.36,8.89,9.07,Caution,Caution,1.0,0.0,0.0,0.0
1221,36.82,21.93,46.96,23.1,8.74,9.35,Caution,Caution,1.0,0.0,0.0,0.0
1839,6.25,5.52,273.53,37.73,5.01,12.54,Severe,Severe,0.0,0.0,1.0,0.0
760,20.07,17.57,38.12,24.11,8.9,4.81,Caution,Caution,1.0,0.0,0.0,0.0
231,275.09,159.8,19.15,28.8,7.32,5.92,Normal,Normal,0.0,1.0,0.0,0.0
1414,1567.83,952.41,149.97,22.92,9.5,3.31,Warning,Warning,0.005,0.0,0.015,0.98
1528,17.05,9.02,138.37,22.45,9.34,2.62,Warning,Warning,0.0,0.0,0.0,1.0
1456,1905.09,1032.17,111.57,22.98,9.37,10.92,Warning,Warning,0.025,0.0,0.0,0.975
2118,4787.3,2485.71,587.48,16.97,10.17,13.65,Severe,Severe,0.0,0.0,1.0,0.0
319,258.67,153.11,1.74,28.46,7.07,5.1,Normal,Normal,0.0,1.0,0.0,0.0
1042,848.6,498.05,49.22,24.53,6.35,9.77,Caution,Caution,1.0,0.0,0.0,0.0
571,405.77,265.39,21.4,27.45,6.66,5.3,Normal,Normal,0.0,1.0,0.0,0.0
511,346.44,179.6,14.43,28.43,7.74,8.62,Normal,Normal,0.0,1.0,0.0,0.0
1297,754.57,426.0,27.91,24.85,6.22,9.36,Caution,Caution,1.0,0.0,0.0,0.0
208,432.95,217.79,21.36,28.91,7.78,5.84,Normal,Normal,0.0,1.0,0.0,0.0
1304,663.71,417.29,45.02,23.17,8.65,9.87,Caution,Caution,1.0,0.0,0.0,0.0
1945,3016.98,1517.75,429.8,36.17,9.58,0.61,Severe,Severe,0.0,0.0,1.0,0.0
818,859.07,551.8,31.08,24.06,8.53,4.07,Caution,Caution,1.0,0.0,0.0,0.0
1469,18.27,3.37,63.54,21.34,5.92,10.31,Warning,Warning,0.0,0.0,0.0,1.0
1616,1140.66,666.53,92.94,22.15,9.07,11.59,Warning,Warning,0.0,0.0,0.0,1.0
1720,11.15,2.89,77.87,33.59,9.36,2.57,Warning,Warning,0.0,0.0,0.0,1.0
1659,1395.08,636.57,141.54,33.94,5.7,10.19,Warning,Warning,0.0,0.0,0.0,1.0
891,48.95,31.59,42.33,24.53,8.85,4.5,Caution,Caution,1.0,0.0,0.0,0.0
882,20.95,7.51,35.59,30.99,8.51,9.67,Caution,Caution,0.995,0.005,0.0,0.0
1140,43.46,24.12,41.8,31.01,6.46,4.58,Caution,Caution,1.0,0.0,0.0,0.0
859,524.18,309.67,41.35,24.83,6.11,4.82,Caution,Caution,1.0,0.0,0.0,0.0
1231,47.7,28.5,29.29,24.65,6.05,9.88,Caution,Caution,1.0,0.0,0.0,0.0
1978,1.44,0.0,309.34,35.39,9.73,1.4,Severe,Severe,0.0,0.0,1.0,0.0
1777,1584.2,912.61,102.65,32.14,5.99,11.75,Warning,Warning,0.0,0.0,0.0,1.0
1135,735.82,408.66,42.01,31.66,6.18,4.49,Caution,Caution,1.0,0.0,0.0,0.0
1708,1859.77,977.36,58.58,20.15,9.08,2.7,Warning,Warning,0.0,0.0,0.0,1.0
672,23.85,17.84,30.24,23.13,6.05,9.94,Caution,Caution,1.0,0.0,0.0,0.0
