id,Depth(m),Temperatur(degrees C),Salinity,Oxygen(umol/kg),pH,DO_mgL,QualityLevel
883,53.34,21.7693,34.8917,216,8.0578,6.912,3
884,77.87,20.9575,34.6166,195,8.0111,6.24,3
885,106.17,20.4194,34.9085,217,8.0379,6.944,3
886,126.03,20.1327,34.898,214.6,8.0278,6.8672,3
887,151.64,19.2976,34.8545,206.1,7.9962,6.5952,3
888,151.74,19.2958,34.8541,206.3,7.9976,6.6016,3
889,201.96,18.8857,34.8283,202.7,7.983,6.4864,3
890,251.78,18.321,34.7938,200.7,7.9654,6.4224,3
891,302.47,17.3954,34.6166,200.4,7.9476,6.4128,2
892,403.03,14.7398,34.5441,181.4,7.8543,5.8048,2
893,403.43,14.7349,34.5445,181.6,7.8562,5.8112,2
894,493.54,11.6743,34.3789,157.3,7.7392,5.0336,2
895,493.83,11.666,34.379,157.2,7.743,5.0304,2
896,0,24.1574,34.8441,211.3,8.0793,6.7616,2
897,10.83,24.0554,34.8455,211,8.0771,6.752,2
898,21.75,24.0029,34.6166,211.1,8.0797,6.7552,2
899,31.89,23.9141,34.6166,211.2,8.079,6.7584,3
900,47.88,23.5485,34.8418,213.1,8.0804,6.8192,3
901,76.08,21.394,34.6166,220.8,8.0561,7.0656,3
902,101.6,20.5036,34.8982,212.8,8.0298,6.8096,3
903,126.72,19.8977,34.6166,191.6,7.9811,6.1312,3
904,150.15,19.574,34.6166,193,7.9784,6.176,3
905,203.35,18.8382,34.8252,201.3,7.9794,6.4416,3
906,251.47,18.2219,34.6166,200,7.9679,6.4,3
907,300.58,17.5134,34.7429,198.3,7.9483,6.3456,2
908,300.68,17.5112,34.7424,198.3,7.9476,6.3456,2
909,403.91,15.134,34.5794,183.9,7.87,5.8848,2
910,500.46,11.3342,34.6166,155.8,7.7378,4.9856,2
911,604.09,8.9267,34.2972,129.9,7.6327,4.1568,1
912,703.11,7.7026,34.6166,112.2,7.5726,3.5904,1
913,802.48,6.7057,34.3184,99.2,7.5359,3.1744,1
914,904.08,6.3393,34.6166,94.5,7.5198,3.024,1
915,1015.72,5.9814,34.3198,90,7.5061,2.88,0
916,1016.31,5.9745,34.3191,89.4,7.504,2.8608,0
917,0,29.9704,34.6045,196.4,8.1027,6.2848,2
918,10.63,29.6913,34.5955,197.2,8.1018,6.3104,2
919,26.32,28.143,34.5741,206.6,8.0905,6.6112,2
920,50.26,25.3526,34.7737,213.8,8.0794,6.8416,2
921,75.68,22.9824,34.8619,213.7,8.0563,6.8384,3
922,100.61,21.9235,34.8881,204.8,8.0298,6.5536,3
923,125.73,21.4975,34.8959,202.1,8.0212,6.4672,3
924,150.15,21.1268,34.8934,200,8.0142,6.4,3
925,201.07,19.5464,34.8544,201.3,7.9935,6.4416,3
926,250.09,18.9965,34.8273,199.5,7.9763,6.384,3
927,250.79,18.9804,34.829,199.4,7.976,6.3808,3
928,300.49,18.1984,34.7734,192.6,7.9467,6.1632,3
929,401.84,14.9779,34.5706,178.8,7.8558,5.7216,2
930,474.71,11.4318,34.3899,151.5,7.7307,4.848,2
931,0,29.0553,34.4917,198.4,8.0996,6.3488,2
932,10.53,28.8943,34.4905,199.7,8.0996,6.3904,2
933,20.46,28.472,34.5177,201.8,8.0982,6.4576,2
934,20.56,28.4668,34.5168,201.5,8.0981,6.448,2
935,30.49,28.1329,34.5561,203,8.0974,6.496,2
936,51.75,26.6191,34.7247,207,8.0875,6.624,2
937,78.07,25.2409,34.8023,209.1,8.0787,6.6912,2
938,102,23.7089,34.8408,207.6,8.0579,6.6432,3
939,127.21,22.537,34.9349,201.7,8.0382,6.4544,3
940,153.72,21.8107,34.948,197.1,8.0243,6.3072,3
941,203.15,19.3797,34.8346,194.3,7.9728,6.2176,3
942,253.65,18.4422,34.7952,193.4,7.9571,6.1888,3
943,303.85,17.6839,34.7516,192.8,7.9388,6.1696,2
944,403.51,14.7485,34.5528,177.7,7.8499,5.6864,2
945,504.81,11.5678,34.3998,152.7,7.7346,4.8864,2
946,600.62,9.3098,34.3458,128.6,7.6434,4.1152,1
947,701.23,7.3624,34.325,106.8,7.5617,3.4176,1
948,800.7,6.7004,34.3229,98.7,7.5342,3.1584,1
949,802.09,6.7003,34.3236,99,7.5331,3.168,1
950,897.85,6.2368,34.3268,93.4,7.5116,2.9888,0
951,971.03,5.7775,34.6166,190.9,7.9316,6.1088,2
952,973.01,5.7768,34.3303,88,7.4983,2.816,0
953,975.48,5.7752,34.3305,88.3,7.4965,2.8256,0
954,0,27.6498,34.8463,199.5,8.1046,6.384,2
955,11.43,27.625,34.6166,190.9,7.9316,6.1088,2
956,27.02,27.624,34.8319,208.3,8.1051,6.6656,2
957,52.55,27.6255,34.8319,201.5,8.1063,6.448,2
958,76.89,27.6177,34.8318,200.2,8.1056,6.4064,2
959,102.12,24.7578,34.9923,207.2,8.0703,6.6304,2
960,126.25,22.8965,34.9896,198,8.034,6.336,3
961,152.06,21.8175,34.6166,196.8,8.0123,6.2976,3
962,202.89,19.6031,34.8685,197.2,7.9772,6.3104,3
963,252.32,17.9121,34.6166,148.7,7.9484,4.7584,2
964,301.63,16.8518,34.701,197.9,7.9286,6.3328,2
965,402.11,14.5287,34.7016,198.2,7.9312,6.3424,2
966,502.34,11.7975,34.3367,170.5,7.7584,5.456,2
967,602.33,9.1794,34.194,142.9,7.643,4.5728,1
968,702.16,7.17,34.1547,109.4,7.5335,3.5008,1
969,801.85,5.5891,34.1963,77.5,7.4505,2.48,0
970,903.18,4.8123,34.2816,62,7.4191,1.984,0
971,903.48,4.8094,34.2807,61.9,7.4235,1.9808,0
972,1001.78,4.2455,34.3433,59.3,7.4211,1.8976,0
973,1202.22,3.348,34.4302,62.2,7.4196,1.9904,0
974,1400.88,2.8431,34.5,74.5,7.4456,2.384,0
975,1602.41,2.4518,34.5506,90.1,7.4754,2.8832,0
976,1802.66,2.1676,34.5875,103.2,7.4969,3.3024,1
977,2002.53,2.0036,34.6113,112.9,7.519,3.6128,1
978,0,26.1237,34.7725,202.4,8.0942,6.4768,2
979,11.13,26.1395,34.6166,202.1,8.0925,6.4672,2
980,27.22,26.1101,34.6166,202.5,8.0914,6.48,2
981,52.55,25.8874,34.6166,205.7,8.0907,6.5824,2
982,54.04,25.8815,34.6166,202.7,8.0905,6.4864,2
983,75.68,25.7821,34.6166,202,8.0853,6.464,2
984,101.11,25.6365,34.6166,200.5,8.0772,6.416,2
985,128.81,24.8447,34.6166,195.9,8.0591,6.2688,2
986,153.33,23.426,34.6166,194.2,8.0346,6.2144,3
987,153.92,23.4289,34.6166,193.9,8.0359,6.2048,3
988,201.47,20.7024,34.6166,191,7.9913,6.112,3
989,253.46,18.7516,34.6166,191.7,7.9551,6.1344,3
990,302.18,17.3598,34.6166,191.9,7.9321,6.1408,2
991,404.32,14.1122,34.6166,174.5,7.8296,5.584,2
992,483.23,11.8447,34.6166,156.1,7.7475,4.9952,2
993,483.72,11.8379,34.6166,156.5,7.7416,5.008,2
994,0,25.3199,34.8326,204.9,8.0876,6.5568,2
995,9.93,25.334,34.8285,204.1,8.0923,6.5312,2
996,11.03,25.3361,34.8288,203.7,8.0873,6.5184,2
997,21.65,25.3329,34.6166,204.3,8.0852,6.5376,2
998,30.89,25.3341,34.6166,203.9,8.0888,6.5248,2
999,49.96,25.3254,34.6166,204.1,8.0904,6.5312,2
1000,73.99,25.3396,34.8288,203.9,8.0863,6.5248,2
1001,102,25.3255,34.8336,203.4,8.0875,6.5088,2
1002,126.12,23.9222,34.9069,195.3,8.0458,6.2496,3
1003,152.83,22.7048,34.9198,194.7,8.0345,6.2304,3
1004,201.16,20.169,34.8879,192.3,7.988,6.1536,3
1005,251.37,18.5244,34.8056,193,7.957,6.176,3
1006,303.06,17.2388,34.7266,193.7,7.9289,6.1984,2
1007,399.25,15.1946,34.5821,185,7.8708,5.92,2
1008,400.24,15.2105,34.5836,185,7.8716,5.92,2
1009,504.42,13.0142,34.46,165.8,7.7897,5.3056,2
1010,603.89,9.3382,34.3498,126.5,7.6414,4.048,1
1011,702.02,7.4354,34.3368,105.7,7.5634,3.3824,1
1012,800.9,6.5367,34.3404,96.1,7.5276,3.0752,1
1013,898.05,6.1225,34.3427,91.3,7.5086,2.9216,0
1014,1000.89,5.7376,34.3478,86.9,7.492,2.7808,0
1015,1026.39,5.6668,34.3494,86.4,7.4916,2.7648,0
1016,0,23.5722,34.9284,208.6,8.0676,6.6752,3
1017,12.12,23.5871,34.9152,207.4,8.0708,6.6368,3
1018,21.75,23.5931,34.6166,207.4,8.0714,6.6368,3
1019,31.89,23.5868,34.6166,207,8.074,6.624,3
1020,50.86,23.553,34.9141,207.6,8.0722,6.6432,3
1021,74.69,23.5177,34.9135,207.7,8.0668,6.6464,3
1022,74.89,23.5188,34.9131,207.7,8.0695,6.6464,3
1023,100.91,23.4722,34.9106,207.7,8.0658,6.6464,3
1024,125.43,23.3486,34.9152,203.8,8.054,6.5216,3
1025,151.44,23.2413,34.9241,197.8,8.0383,6.3296,3
1026,200.28,21.035,34.9406,190.4,7.9832,6.0928,3
1027,251.38,20.0281,34.9029,189.3,7.9681,6.0576,3
1028,304.36,18.3574,34.7994,189.2,7.9381,6.0544,3
1029,401.65,15.2571,34.5851,181.9,7.8568,5.8208,2
1030,488.68,12.7324,34.4412,163.7,7.7704,5.2384,2
1031,488.88,12.7361,34.4412,163.7,7.7713,5.2384,2
1032,0,23.094,34.9207,210.3,8.0644,6.7296,3
1033,11.03,23.1066,34.9119,209.3,8.0659,6.6976,3
1034,20.56,23.109,34.9115,209.4,8.066,6.7008,3
1035,30.89,23.1109,34.6166,209.5,8.0683,6.704,3
1036,51.15,23.1008,34.91,208.9,8.0657,6.6848,3
1037,75.68,22.888,34.6166,208.9,8.0605,6.6848,3
1038,100.51,22.8835,34.9044,208.7,8.0606,6.6784,3
1039,100.9,22.8839,34.9026,208.8,8.0587,6.6816,3
1040,126.22,22.8793,34.6166,208.7,8.0585,6.6784,3
1041,151.14,22.8779,34.9043,208.2,8.0546,6.6624,3
1042,201.16,21.9515,34.9343,189.6,8.0005,6.0672,3
1043,251.47,19.4622,34.6166,188.7,7.9544,6.0384,3
1044,300.68,17.3854,34.7201,187.7,7.9105,6.0064,2
1045,401.33,14.6571,34.5428,178.7,7.8366,5.7184,2
1046,500.95,12.0057,34.3892,158,7.7377,5.056,2
1047,601.41,9.2552,34.3256,128.5,7.6289,4.112,1
1048,700.53,7.6373,34.3291,108.7,7.5633,3.4784,1
1049,800.7,6.7396,34.335,100,7.5302,3.2,1
1050,800.9,6.7408,34.3354,98.2,7.5239,3.1424,1
1051,900.32,6.27,34.3411,92.4,7.5073,2.9568,0
1052,1000.89,5.7048,34.3502,86.4,7.4809,2.7648,0
1053,1012.95,5.6992,34.3515,86.1,7.4887,2.7552,0
1054,0,26.0472,34.4035,205.9,8.0901,6.5888,2
1055,11.23,26.0252,34.4013,206.1,8.0896,6.5952,2
1056,26.13,25.3375,34.5257,209.5,8.0857,6.704,2
1057,50.96,23.0009,35.0544,219,8.0698,7.008,2
1058,76.29,21.903,34.6166,212.8,8.0493,6.8096,3
1059,102.31,20.9471,35.01,209.7,8.0293,6.7104,2
1060,129.92,20.0471,34.9615,209.1,8.0142,6.6912,3
1061,152.76,19.4072,34.9256,198.3,7.9823,6.3456,3
1062,202.39,18.3736,34.8472,200.7,7.9694,6.4224,3
1063,251.92,17.5132,34.7658,196,7.9429,6.272,2
1064,301.43,16.4018,34.6754,198.9,7.9222,6.3648,2
1065,401.32,14.0323,34.4953,179.8,7.8361,5.7536,2
1066,500.86,10.5726,34.2914,156.2,7.7095,4.9984,2
1067,603.81,8.3385,34.2036,132.6,7.6159,4.2432,1
1068,700.98,6.0637,34.1852,95.3,7.4992,3.0496,1
1069,801.76,5.0899,34.2849,74.4,7.457,2.3808,0
1070,900.51,4.1497,34.3526,63.6,7.4316,2.0352,0
1071,900.71,4.149,34.353,63.8,7.431,2.0416,0
1072,1002.87,3.5913,34.4126,64.3,7.43,2.0576,0
1073,1201.82,2.9426,34.4833,69.9,7.4408,2.2368,0
1074,1401.47,2.494,34.5375,83.4,7.4644,2.6688,0
1075,1602.31,2.252,34.5719,94.4,7.4885,3.0208,1
1076,1801.28,2.0733,34.6006,107.7,7.5131,3.4464,1
1077,1802.76,2.0729,34.6012,107.4,7.512,3.4368,1
1078,2002.73,1.9103,34.6243,118.2,7.5318,3.7824,1
1079,0,27.2539,34.4448,204,8.0878,6.528,2
1080,12.32,27.2095,34.4409,204.3,8.0867,6.5376,2
1081,26.42,25.5601,34.6151,210.6,8.0801,6.7392,2
1082,52.45,24.0082,34.792,214,8.0712,6.848,2
1083,76.48,22.6187,34.9439,214.3,8.0555,6.8576,3
1084,102.2,21.9814,34.9704,206.9,8.0394,6.6208,3
1085,125.93,21.1683,34.9819,202.9,8.022,6.4928,3
1086,150.65,20.8312,34.9724,202,8.0163,6.464,3
1087,200.77,19.8569,34.9274,203.7,8.0019,6.5184,3
1088,252.27,18.7362,34.8679,201.5,7.9775,6.448,3
1089,302.67,17.7415,34.8032,202.4,7.9579,6.4768,2
1090,402.14,15.2925,34.5985,184.5,7.8723,5.904,2
1091,478.37,12.2876,34.4013,164.7,7.7682,5.2704,2
1092,478.87,12.2606,34.4023,164.9,7.7685,5.2768,2
1093,0,28.0181,34.4299,201.8,8.0919,6.4576,2
1094,11.52,26.4023,34.5247,207.8,8.0879,6.6496,2
1095,21.36,25.8776,34.5935,209.8,8.0853,6.7136,2
1096,31.39,24.6571,34.7508,213.2,8.0733,6.8224,2
1097,51.35,23.963,34.8091,214.5,8.0738,6.864,3
1098,76.68,22.9375,34.8948,210.5,8.0571,6.736,3
1099,101.2,22.3067,34.9515,205.2,8.037,6.5664,3
1100,125.82,21.4858,34.9882,207,8.0325,6.624,3
1101,152.73,20.6335,34.9571,199.4,8.0061,6.3808,3
1102,201.26,19.6804,34.9036,202.4,7.9949,6.4768,3
1103,251.37,18.8488,34.868,202.6,7.9796,6.4832,3
1104,301.77,18.1315,34.8647,212.6,7.985,6.8032,3
1105,301.87,18.1322,34.865,212.8,7.9836,6.8096,3
1106,400.34,15.7125,34.6137,190.7,7.8902,6.1024,2
1107,500.36,12.1385,34.3917,163.7,7.7619,5.2384,2
1108,601.11,8.4491,34.3196,120.6,7.6102,3.8592,1
1109,703.6,7.3621,34.3289,106,7.5644,3.392,1
1110,802.28,6.7679,34.3362,98.8,7.5377,3.1616,1
1111,802.78,6.7662,34.3352,98.7,7.5371,3.1584,1
1112,901.31,6.1452,34.34,91.9,7.5149,2.9408,0
1113,1002.57,5.8138,34.3419,87.4,7.504,2.7968,0
1114,1017.89,5.7667,34.3429,87.2,7.501,2.7904,0
1115,0,24.6204,34.8934,209.4,8.0871,6.7008,2
1116,11.23,24.6219,34.6166,209,8.0918,6.688,2
1117,11.33,24.6197,34.6166,190.9,7.9316,6.1088,2
1118,26.53,24.6261,34.6166,208.7,8.0913,6.6784,2
1119,50.77,24.6119,34.6166,208.9,8.0956,6.6848,2
1120,75.8,24.6184,34.6166,208.6,8.0899,6.6752,2
1121,101.32,22.3936,34.6166,190.9,7.9316,6.1088,3
1122,101.42,22.379,34.6166,213.5,8.0459,6.832,3
1123,124.76,21.399,34.6166,208.3,8.0278,6.6656,3
1124,151.17,20.4383,34.6166,190.9,7.9316,6.1088,3
1125,151.27,20.4357,34.6166,200.3,8.0062,6.4096,3
1126,200.71,18.5849,34.6166,201.6,7.9777,6.4512,3
1127,251.32,17.6279,34.6166,200,7.9546,6.4,2
1128,251.52,17.6262,34.6166,199.5,7.9533,6.384,2
1129,301.53,16.6892,34.6166,195.4,7.9246,6.2528,2
1130,401.22,13.9316,34.6166,182.2,7.835,5.8304,2
1131,500.36,11.1459,34.6166,167.3,7.7361,5.3536,2
1132,600.74,8.1823,34.6166,133.9,7.6054,4.2848,1
1133,700.98,6.4075,34.6166,105.9,7.5136,3.3888,1
1134,801.46,5.1433,34.6166,78.8,7.4459,2.5216,0
1135,900.81,4.3681,34.6166,63.7,7.4164,2.0384,0
1136,1002.28,3.9081,34.6166,59.3,7.4085,1.8976,0
1137,1200.64,3.1554,34.6166,65.3,7.4219,2.0896,0
1138,1403.15,2.6812,34.6166,77.4,7.4477,2.4768,0
1139,1601.03,2.3227,34.6166,93.6,7.4806,2.9952,0
1140,1601.33,2.3226,34.6166,93.6,7.4805,2.9952,0
1141,1801.58,2.1011,34.6166,106.1,7.507,3.3952,1
1142,2002.14,1.9484,34.6166,116.5,7.5222,3.728,1
1143,0,23.5938,34.8069,209.3,8.0705,6.6976,3
1144,10.83,23.6021,34.6166,209,8.0757,6.688,3
1145,27.22,23.6019,34.6166,208.5,8.0757,6.672,3
1146,51.45,23.5929,34.6166,209.6,8.0763,6.7072,3
1147,77.97,23.5079,34.6166,209.9,8.0739,6.7168,3
1148,103.99,23.4216,34.6166,210.5,8.0696,6.736,3
1149,125.23,23.3772,34.6166,210,8.0666,6.72,3
1150,152.43,21.7052,34.6166,196,8.0141,6.272,3
1151,203.05,19.7927,34.6166,192,7.9721,6.144,3
1152,250.39,18.3546,34.6166,190.3,7.9517,6.0896,3
1153,251.58,18.3321,34.6166,190.5,7.9495,6.096,3
1154,304.46,16.39,34.6166,187.1,7.8982,5.9872,2
1155,403.33,13.2893,34.6166,170.4,7.8031,5.4528,2
1156,492.84,10.8089,34.6166,146.7,7.6995,4.6944,2
1157,0,23.4577,34.9158,211.8,8.0771,6.7776,3
1158,10.93,23.4595,34.6166,210.9,8.0758,6.7488,3
1159,22.35,23.4655,34.6166,210.7,8.0713,6.7424,3
1160,31.49,23.4694,34.6166,210.8,8.0777,6.7456,3
1161,51.95,23.4773,34.6166,210.3,8.0772,6.7296,3
1162,76.18,23.4789,34.6166,210.7,8.0735,6.7424,3
1163,102.29,23.4322,34.897,210.2,8.0773,6.7264,3
1164,126.22,21.7026,34.6166,193.3,8.0133,6.1856,3
1165,127.71,21.663,34.6166,193.7,8.0155,6.1984,3
1166,151.14,20.7557,34.6166,193.6,7.9982,6.1952,3
1167,203.05,19.2338,34.9016,195.3,7.9742,6.2496,3
1168,253.75,17.9243,34.6166,192.2,7.9356,6.1504,2
1169,304.15,17.2496,34.7472,191.2,7.9222,6.1184,2
1170,403.71,14.0394,34.498,177.4,7.8302,5.6768,2
1171,501.45,11.7037,34.6166,161,7.7444,5.152,2
1172,601.71,8.4244,34.2664,124.6,7.6041,3.9872,1
1173,700.63,7.4098,34.6166,107.9,7.56,3.4528,1
1174,701.62,7.4048,34.6166,108.3,7.5627,3.4656,1
1175,799.91,6.7285,34.3277,99.1,7.5307,3.1712,1
1176,900.22,6.1013,34.3344,91.4,7.5083,2.9248,0
1177,1000.2,5.7042,34.6166,86.8,7.4913,2.7776,0
1178,1026.49,5.646,34.3339,86.2,7.4917,2.7584,0
1179,0,26.0122,34.6271,209.1,8.0815,6.6912,2
1180,10.83,25.8141,34.6138,210.5,8.0855,6.736,2
1181,25.93,25.0192,34.6612,212.7,8.0835,6.8064,2
1182,53.44,22.8657,34.7719,217.5,8.0742,6.96,3
1183,76.18,22.1867,34.8248,213.3,8.0589,6.8256,3
1184,101.5,21.6686,34.8633,202.2,8.0339,6.4704,3
1185,126.72,21.018,34.8875,196.9,8.0154,6.3008,3
1186,151.74,20.605,34.8907,195.5,8.0047,6.256,3
1187,201.47,19.2625,34.8707,191.7,7.9718,6.1344,3
1188,251.48,18.566,34.835,190.9,7.9569,6.1088,3
1189,301.08,17.4327,34.7607,189.3,7.9305,6.0576,2
1190,402.84,14.952,34.5741,179.1,7.8561,5.7312,2
1191,486.6,12.5449,34.4533,161.5,7.7764,5.168,2
1192,487,12.5243,34.4526,161.3,7.7776,5.1616,2
1193,0,26.0371,34.6266,207,8.0814,6.624,2
1194,11.32,26.0218,34.6191,207.6,8.0837,6.6432,2
1195,21.36,25.1329,34.6058,212,8.0865,6.784,2
1196,31.59,24.6083,34.613,213.7,8.0861,6.8384,2
1197,51.15,23.9356,34.6759,213.5,8.0705,6.832,3
1198,76.48,23.192,34.7469,209.7,8.065,6.7104,3
1199,101,22.7605,34.7827,206.1,8.0558,6.5952,3
1200,126.72,22.4183,34.8236,204,8.0511,6.528,3
1201,152.63,22.0299,34.8871,199,8.0344,6.368,3
1202,202.05,20.5253,34.9056,194.5,7.9942,6.224,3
1203,251.77,18.7197,34.8368,191.2,7.9606,6.1184,3
1204,301.67,17.3682,34.7579,190.9,7.9257,6.1088,2
1205,403.51,15.8653,34.6473,185,7.8902,5.92,2
1206,403.61,15.8651,34.645,185,7.8876,5.92,2
1207,503.72,12.6065,34.4445,159.3,7.7709,5.0976,2
1208,601.21,10.2772,34.3651,134.3,7.6736,4.2976,2
1209,601.31,10.2777,34.3661,134.4,7.6741,4.3008,2
1210,700.24,7.6818,34.3451,106.7,7.5733,3.4144,1
1211,801.39,6.8924,34.3444,99,7.5414,3.168,1
1212,901.41,6.3724,34.348,93.6,7.5241,2.9952,0
1213,1003.95,6.0662,34.3537,91.9,7.514,2.9408,0
1214,1004.15,6.0655,34.3546,190.9,7.9316,6.1088,2
1215,1018.38,6.0635,34.3552,91.2,7.5172,2.9184,0
1216,0,26.2204,34.5984,203.88,8.0905,6.52416,2
1217,9.24,26.2172,34.6058,203.97,8.0929,6.52704,2
1218,23.646,26.2217,34.6166,203.92,8.0931,6.52544,2
1219,48.78,26.2152,34.6087,204.12,8.0975,6.53184,2
1220,74.705,26.0296,34.6166,205.15,8.0853,6.5648,2
1221,97.846,24.5415,34.7143,203.23,8.0543,6.50336,2
1222,125.055,22.5267,34.9396,205.91,8.0297,6.58912,3
1223,149.779,20.566,34.9758,195.25,7.9852,6.248,3
1224,200.806,19.0302,34.9043,196.35,7.9636,6.2832,3
1225,250.034,18.151,34.8441,197.22,7.948,6.31104,3
1226,250.233,18.1512,34.8447,197.31,7.9477,6.31392,3
1227,303.616,17.3097,34.7907,199.04,7.9337,6.36928,2
1228,404.094,15.0402,34.5834,189.73,7.8673,6.07136,2
1229,504.622,11.3322,34.3105,166.11,7.7364,5.31552,2
1230,604.705,8.8121,34.2104,137.23,7.6275,4.39136,1
1231,699.392,6.8629,34.1432,112.03,7.5315,3.58496,1
1232,797.995,5.5669,34.1742,87.43,7.4634,2.79776,0
1233,895.761,4.6823,34.2431,67.57,7.4222,2.16224,0
1234,996.941,4.0481,34.3184,58.04,7.4021,1.85728,0
1235,1196.29,3.2673,34.447,63.05,7.419,2.0176,0
1236,1390.416,2.7952,34.5052,74.2,7.4409,2.3744,0
1237,1592.251,2.4123,34.5495,87.53,7.4662,2.80096,0
1238,1592.941,2.4113,34.5504,87.63,7.4687,2.80416,0
1239,1794.091,2.1402,34.5892,102.69,7.4986,3.28608,1
1240,1998.889,1.9886,34.6123,113.67,7.5181,3.63744,1
1241,0,23.6001,34.6835,216.03,8.0692,6.91296,3
1242,10.035,23.5773,34.6839,216.29,8.0656,6.92128,3
1243,26.03,23.5544,34.6166,216.21,8.0704,6.91872,3
1244,50.965,21.4293,34.8296,222.4,8.0524,7.1168,3
1245,75.698,20.7059,34.6166,214.74,8.0378,6.87168,3
1246,101.619,20.2304,34.8583,205.24,8.0193,6.56768,3
1247,126.346,19.7556,34.6166,195.68,7.9902,6.26176,3
1248,150.077,18.9979,34.6166,192.86,7.9742,6.17152,3
1249,199.714,17.8165,34.8012,193.57,7.9496,6.19424,2
1250,250.828,17.0577,34.6166,196.66,7.9407,6.29312,2
1251,250.928,17.0669,34.6166,196.76,7.9383,6.29632,2
1252,299.548,15.8633,34.6508,197.07,7.9031,6.30624,2
1253,401.02,13.0845,34.4375,176.43,7.8089,5.64576,2
1254,499.468,10.7117,34.6166,161.56,7.7249,5.16992,2
1255,599.851,8.0124,34.1818,130.78,7.6071,4.18496,1
1256,700.977,6.4761,34.6166,99.41,7.5247,3.18112,1
1257,798.194,5.1062,34.2574,74.59,7.4592,2.38688,0
1258,898.531,4.3501,34.6166,64.94,7.4283,2.07808,0
1259,999.018,3.7696,34.3894,63.37,7.435,2.02784,0
1260,1201.526,3.1308,34.4637,68.8,7.4457,2.2016,0
1261,1399.99,2.5978,34.6166,79.29,7.464,2.53728,0
1262,1600.239,2.2702,34.5682,94.64,7.4971,3.02848,1
1263,1797.245,2.074,34.5971,106.8,7.5173,3.4176,1
1264,1997.709,1.9295,34.6191,117.03,7.5345,3.74496,1
1265,0,26.2695,34.2962,204.83,8.0889,6.55456,2
1266,9.04,26.1375,34.3255,205.32,8.0873,6.57024,2
1267,19.171,26.1143,34.6166,205.52,8.0848,6.57664,2
1268,29.501,25.882,34.507,208.53,8.0889,6.67296,2
1269,48.968,24.1716,34.6166,212.08,8.0716,6.78656,2
1270,72.405,22.925,34.6166,210.5,8.051,6.736,3
1271,104.478,21.9572,34.8522,200.86,8.0259,6.42752,3
1272,127.611,21.574,34.6166,197.65,8.0188,6.3248,3
1273,149.252,20.9555,34.6166,191.19,7.9914,6.11808,3
1274,198.085,19.4751,34.8766,192.38,7.9708,6.15616,3
1275,245.617,18.478,34.6166,191.58,7.9528,6.13056,3
1276,302.164,17.0166,34.7472,193.28,7.9181,6.18496,2
1277,398.855,14.3988,34.5268,179.9,7.8396,5.7568,2
1278,399.053,14.3951,34.5264,179.68,7.8409,5.74976,2
1279,496.986,12.2589,34.6166,165,7.7586,5.28,2
1280,598.736,9.2152,34.2341,141.87,7.6463,4.53984,1
1281,599.528,9.2103,34.2337,141.86,7.6514,4.53952,1
1282,702.614,7.2791,34.3153,104.76,7.559,3.35232,1
1283,800.403,6.8026,34.325,99.13,7.5375,3.17216,1
1284,897.85,6.2615,34.3333,93.09,7.5185,2.97888,0
1285,1002.073,5.874,34.3437,88.91,7.5083,2.84512,0
1286,0,25.7153,34.0375,208.5,8.0782,6.672,2
1287,9.835,25.4962,34.0391,209.2,8.0917,6.6944,2
1288,24.834,25.2495,34.1969,210.52,8.082,6.73664,2
1289,50.062,23.8077,34.6166,214.18,8.0688,6.85376,3
1290,74.99,22.9524,34.6166,203.11,8.0559,6.49952,3
1291,99.914,22.3311,34.7976,203.99,8.0437,6.52768,3
1292,124.935,22.0461,34.6166,199.57,8.0301,6.38624,3
1293,150.349,21.5629,34.6166,198.87,8.0254,6.36384,3
1294,201.963,19.7143,34.8355,189.15,7.9748,6.0528,3
1295,202.36,19.703,34.8351,189.16,7.9684,6.05312,3
1296,251.282,17.7709,34.6166,192.05,7.9385,6.1456,2
1297,302.969,16.4616,34.6977,188.43,7.9035,6.02976,2
1298,401.745,14.0493,34.5125,176.44,7.8288,5.64608,2
1299,479.165,12.2757,34.4144,160.23,7.7565,5.12736,2
1300,479.264,12.269,34.6166,160.17,7.764,5.12544,2
1301,0,27.718,33.8931,202.52,8.0789,6.48064,2
1302,10.332,26.866,34.0163,205.6,8.0775,6.5792,2
1303,25.234,25.0444,34.685,212.91,8.0657,6.81312,2
1304,48.975,23.2935,34.6166,218.93,8.0573,7.00576,3
1305,74.899,22.4366,34.8068,217.51,8.0444,6.96032,3
1306,102.507,21.6514,34.6166,216.69,8.0368,6.93408,3
1307,125.147,21.1636,34.8295,206.21,8.0078,6.59872,3
1308,150.862,20.3643,34.6166,199.96,7.9847,6.39872,3
1309,202.779,18.902,34.8422,191.96,7.9417,6.14272,3
1310,252.302,17.651,34.6166,195.08,7.924,6.24256,2
1311,301.713,16.7835,34.7306,194.37,7.9058,6.21984,2
1312,399.707,13.9137,34.6166,180.62,7.8117,5.77984,2
1313,499.438,10.6186,34.2615,160.36,7.6948,5.13152,2
1314,599.022,8.1493,34.6166,131.18,7.5844,4.19776,1
1315,701.133,6.4522,34.1915,96.47,7.4916,3.08704,1
1316,801.807,5.309,34.6166,74.36,7.4447,2.37952,0
